base_name,noise,snr,accuracy
ch1_7850-281318-0000.gzip,car80,12,76.92307692307692
ch1_5694-64025-0010.gzip,wind,12,76.9059955588453
ch1_6313-66129-0008.gzip,office,18,76.89873417721519
ch1_6313-66129-0029.gzip,pink,6,76.87074829931973
ch1_6313-66129-0029.gzip,pink,24,76.87074829931973
ch1_6313-66125-0001.gzip,white,18,76.86832740213524
ch1_5694-64025-0010.gzip,office,0,76.8319763138416
ch1_5694-64025-0010.gzip,white,0,76.8319763138416
ch1_5694-64025-0010.gzip,pink,6,76.8319763138416
ch1_2803-161169-0002.gzip,car80,6,76.79738562091504
ch1_6313-66129-0029.gzip,white,12,76.64399092970521
ch1_251-137823-0006.gzip,wind,12,76.61290322580645
ch1_6319-275224-0014.gzip,wind,18,76.56716417910448
ch1_1993-147965-0000.gzip,office,24,76.55677655677655
ch1_7976-105575-0004.gzip,car80,24,76.53333333333333
ch1_1988-24833-0001.gzip,pink,24,76.47058823529412
ch1_6241-61943-0021.gzip,car80,18,76.43312101910828
ch1_1462-170142-0017.gzip,pink,0,76.38888888888889
ch1_251-137823-0025.gzip,Babble,12,76.3157894736842
ch1_6319-275224-0014.gzip,wind,6,76.26865671641791
ch1_6319-275224-0014.gzip,Babble,12,76.26865671641791
ch1_6313-66129-0008.gzip,car80,12,76.26582278481013
ch1_5694-64025-0010.gzip,wind,18,76.23982235381199
ch1_1462-170142-0038.gzip,Babble,24,76.23762376237623
ch1_2086-149220-0027.gzip,wind,6,76.22641509433963
ch1_6313-66125-0003.gzip,car80,24,76.22377622377623
ch1_251-137823-0006.gzip,office,24,76.20967741935483
ch1_6295-244435-0018.gzip,pink,24,76.20481927710843
ch1_1993-147965-0000.gzip,office,6,76.19047619047619
ch1_6319-275224-0014.gzip,Babble,24,75.97014925373135
ch1_6313-66129-0008.gzip,white,0,75.9493670886076
ch1_2078-142845-0007.gzip,wind,18,75.92592592592592
ch1_1462-170142-0038.gzip,Babble,18,75.9075907590759
ch1_1462-170138-0022.gzip,wind,0,75.90673575129534
