noise,snr,rows,rows_of_speech,file_number,accuracy
pink,0,192,100,ch1_7850-73752-0019.gzip,52.083333333333336
office,12,220,117,ch1_1272-135031-0019.gzip,51.81818181818182
office,12,192,100,ch1_7850-73752-0019.gzip,51.5625
Babble,12,192,100,ch1_7850-73752-0019.gzip,51.5625
car80,0,192,100,ch1_7850-73752-0019.gzip,51.5625
Quiet,0,424,217,ch1_84-121123-0003.gzip,51.41509433962264
car80,18,220,117,ch1_1272-135031-0019.gzip,51.36363636363637
office,18,220,117,ch1_1272-135031-0019.gzip,51.36363636363637
Quiet,0,238,120,ch1_2428-83705-0000.gzip,51.260504201680675
Babble,0,424,217,ch1_84-121123-0003.gzip,51.179245283018865
car80,0,424,217,ch1_84-121123-0003.gzip,51.179245283018865
white,0,424,217,ch1_84-121123-0003.gzip,51.179245283018865
pink,12,424,217,ch1_84-121123-0003.gzip,51.179245283018865
white,6,424,217,ch1_84-121123-0003.gzip,51.179245283018865
pink,0,424,217,ch1_84-121123-0003.gzip,51.179245283018865
pink,6,424,217,ch1_84-121123-0003.gzip,51.179245283018865
white,18,192,100,ch1_7850-73752-0019.gzip,51.041666666666664
pink,18,192,100,ch1_7850-73752-0019.gzip,51.041666666666664
office,0,424,217,ch1_84-121123-0003.gzip,50.943396226415096
Babble,6,424,217,ch1_84-121123-0003.gzip,50.943396226415096
wind,18,692,269,ch1_2902-9006-0008.gzip,50.86705202312139
Babble,24,238,120,ch1_2428-83705-0000.gzip,50.84033613445378
Babble,18,192,100,ch1_7850-73752-0019.gzip,50.520833333333336
car80,6,192,100,ch1_7850-73752-0019.gzip,50.520833333333336
car80,24,220,117,ch1_1272-135031-0019.gzip,50.45454545454545
office,24,220,117,ch1_1272-135031-0019.gzip,50.45454545454545
pink,0,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
white,24,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
pink,24,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
Babble,18,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
office,24,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
white,18,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
office,18,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
Babble,0,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
pink,12,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
pink,6,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
car80,12,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
car80,24,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
white,0,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
Babble,12,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
office,12,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
white,6,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
car80,18,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
pink,18,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
white,12,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
office,0,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
office,6,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
Babble,6,238,120,ch1_2428-83705-0000.gzip,50.42016806722689
Quiet,0,578,285,ch1_2428-83705-0028.gzip,50.0
car80,6,238,120,ch1_2428-83705-0000.gzip,50.0
Quiet,0,220,117,ch1_1272-135031-0019.gzip,50.0
pink,24,192,100,ch1_7850-73752-0019.gzip,50.0
car80,0,238,120,ch1_2428-83705-0000.gzip,50.0
white,12,424,217,ch1_84-121123-0003.gzip,50.0
office,24,192,100,ch1_7850-73752-0019.gzip,50.0
office,18,192,100,ch1_7850-73752-0019.gzip,50.0
Babble,12,424,217,ch1_84-121123-0003.gzip,50.0
pink,18,424,217,ch1_84-121123-0003.gzip,49.764150943396224
car80,6,424,217,ch1_84-121123-0003.gzip,49.764150943396224
wind,24,735,179,ch1_2902-9008-0013.gzip,49.38775510204081
white,6,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
pink,0,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
pink,6,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
pink,18,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
Babble,0,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
white,0,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
pink,12,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
white,12,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
office,0,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
office,6,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
Babble,6,578,285,ch1_2428-83705-0028.gzip,49.30795847750865
office,6,424,217,ch1_84-121123-0003.gzip,49.29245283018868
white,18,424,217,ch1_84-121123-0003.gzip,49.29245283018868
car80,12,578,285,ch1_2428-83705-0028.gzip,49.134948096885815
office,12,578,285,ch1_2428-83705-0028.gzip,49.134948096885815
car80,6,578,285,ch1_2428-83705-0028.gzip,49.134948096885815
car80,0,578,285,ch1_2428-83705-0028.gzip,49.134948096885815
Babble,12,578,285,ch1_2428-83705-0028.gzip,48.96193771626297
pink,24,578,285,ch1_2428-83705-0028.gzip,48.96193771626297
white,24,192,100,ch1_7850-73752-0019.gzip,48.958333333333336
car80,12,192,100,ch1_7850-73752-0019.gzip,48.958333333333336
office,12,424,217,ch1_84-121123-0003.gzip,48.820754716981135
Babble,18,424,217,ch1_84-121123-0003.gzip,48.820754716981135
car80,24,578,285,ch1_2428-83705-0028.gzip,48.78892733564014
office,18,578,285,ch1_2428-83705-0028.gzip,48.78892733564014
white,18,578,285,ch1_2428-83705-0028.gzip,48.6159169550173
pink,24,424,217,ch1_84-121123-0003.gzip,48.58490566037736
car80,18,192,100,ch1_7850-73752-0019.gzip,48.4375
car80,12,424,217,ch1_84-121123-0003.gzip,48.34905660377358
car80,18,578,285,ch1_2428-83705-0028.gzip,48.26989619377163
white,24,578,285,ch1_2428-83705-0028.gzip,48.26989619377163
Babble,24,192,100,ch1_7850-73752-0019.gzip,47.916666666666664
Babble,18,578,285,ch1_2428-83705-0028.gzip,47.75086505190311
white,24,424,217,ch1_84-121123-0003.gzip,47.64150943396226
Babble,24,424,217,ch1_84-121123-0003.gzip,47.64150943396226
car80,18,424,217,ch1_84-121123-0003.gzip,47.64150943396226
office,24,578,285,ch1_2428-83705-0028.gzip,47.57785467128028
office,18,424,217,ch1_84-121123-0003.gzip,47.405660377358494
Babble,24,578,285,ch1_2428-83705-0028.gzip,47.40484429065744
wind,24,692,269,ch1_2902-9006-0008.gzip,47.39884393063584
car80,24,424,217,ch1_84-121123-0003.gzip,46.93396226415094
Quiet,0,192,100,ch1_7850-73752-0019.gzip,46.875
car80,24,192,100,ch1_7850-73752-0019.gzip,46.875
office,24,424,217,ch1_84-121123-0003.gzip,46.4622641509434
wind,24,373,120,ch1_2902-9008-0007.gzip,45.30831099195711
wind,24,159,20,ch1_2412-153947-0000.gzip,45.283018867924525
car80,24,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
office,18,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
office,0,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
Quiet,0,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
pink,6,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
car80,6,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
Babble,24,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
Babble,6,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
car80,12,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
office,24,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
pink,24,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
office,12,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
white,18,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
Babble,18,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
white,6,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
car80,0,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
office,6,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
pink,0,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
pink,12,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
Babble,12,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
white,12,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
white,0,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
Babble,0,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
pink,18,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
car80,18,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
white,24,308,135,ch1_6313-66125-0007.gzip,43.83116883116883
Quiet,0,694,300,ch1_777-126732-0005.gzip,43.65994236311239
pink,12,694,300,ch1_777-126732-0005.gzip,43.22766570605187
car80,0,694,300,ch1_777-126732-0005.gzip,43.22766570605187
Babble,6,694,300,ch1_777-126732-0005.gzip,43.22766570605187
white,6,694,300,ch1_777-126732-0005.gzip,43.22766570605187
office,0,694,300,ch1_777-126732-0005.gzip,43.22766570605187
office,6,694,300,ch1_777-126732-0005.gzip,43.22766570605187
white,12,694,300,ch1_777-126732-0005.gzip,43.22766570605187
pink,0,694,300,ch1_777-126732-0005.gzip,43.22766570605187
pink,18,694,300,ch1_777-126732-0005.gzip,43.22766570605187
car80,6,694,300,ch1_777-126732-0005.gzip,43.22766570605187
Babble,0,694,300,ch1_777-126732-0005.gzip,43.22766570605187
pink,6,694,300,ch1_777-126732-0005.gzip,43.22766570605187
white,0,694,300,ch1_777-126732-0005.gzip,43.22766570605187
Babble,12,694,300,ch1_777-126732-0005.gzip,43.22766570605187
white,18,694,300,ch1_777-126732-0005.gzip,42.93948126801153
car80,12,694,300,ch1_777-126732-0005.gzip,42.79538904899135
Babble,24,694,300,ch1_777-126732-0005.gzip,42.79538904899135
pink,24,694,300,ch1_777-126732-0005.gzip,42.79538904899135
Babble,18,694,300,ch1_777-126732-0005.gzip,42.363112391930834
office,24,694,300,ch1_777-126732-0005.gzip,42.21902017291066
white,24,694,300,ch1_777-126732-0005.gzip,42.07492795389049
car80,18,694,300,ch1_777-126732-0005.gzip,42.07492795389049
car80,24,694,300,ch1_777-126732-0005.gzip,41.930835734870314
car80,24,279,113,ch1_8297-275154-0020.gzip,41.577060931899645
car80,18,279,113,ch1_8297-275154-0020.gzip,41.577060931899645
office,12,694,300,ch1_777-126732-0005.gzip,41.4985590778098
office,18,694,300,ch1_777-126732-0005.gzip,41.35446685878963
office,24,279,113,ch1_8297-275154-0020.gzip,40.86021505376344
white,24,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
Babble,18,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
office,12,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
Babble,6,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
white,18,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
white,6,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
office,6,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
pink,24,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
white,12,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
pink,18,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
office,18,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
Babble,12,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
office,0,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
car80,0,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
Babble,24,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
Babble,0,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
car80,6,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
pink,12,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
pink,0,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
white,0,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
pink,6,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
car80,12,279,113,ch1_8297-275154-0020.gzip,40.50179211469534
Quiet,0,633,185,ch1_2803-161169-0003.gzip,40.12638230647709
Quiet,0,692,269,ch1_2902-9006-0008.gzip,39.884393063583815
car80,24,692,269,ch1_2902-9006-0008.gzip,39.45086705202312
office,24,692,269,ch1_2902-9006-0008.gzip,39.45086705202312
Babble,24,692,269,ch1_2902-9006-0008.gzip,39.30635838150289
Quiet,0,279,113,ch1_8297-275154-0020.gzip,39.06810035842294
office,18,692,269,ch1_2902-9006-0008.gzip,39.017341040462426
white,24,692,269,ch1_2902-9006-0008.gzip,39.017341040462426
Babble,18,692,269,ch1_2902-9006-0008.gzip,39.017341040462426
Babble,0,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
pink,18,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
car80,18,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
car80,12,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
pink,24,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
Babble,12,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
Babble,6,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
pink,0,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
white,18,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
pink,12,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
car80,6,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
car80,0,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
white,12,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
pink,6,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
white,6,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
office,6,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
office,0,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
office,12,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
white,0,692,269,ch1_2902-9006-0008.gzip,38.872832369942195
car80,24,223,77,ch1_5895-34629-0031.gzip,36.771300448430495
car80,24,285,102,ch1_6295-64301-0014.gzip,36.49122807017544
office,24,223,77,ch1_5895-34629-0031.gzip,35.874439461883405
Quiet,0,223,77,ch1_5895-34629-0031.gzip,35.874439461883405
white,18,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
car80,0,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
Babble,6,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
Babble,12,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
office,12,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
car80,12,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
pink,6,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
white,6,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
Babble,0,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
pink,0,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
office,6,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
white,24,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
Babble,18,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
pink,24,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
Quiet,0,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
white,0,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
office,0,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
pink,12,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
Babble,24,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
white,12,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
pink,18,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
office,18,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
car80,18,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
car80,6,285,102,ch1_6295-64301-0014.gzip,35.78947368421053
car80,24,633,185,ch1_2803-161169-0003.gzip,35.54502369668246
office,24,285,102,ch1_6295-64301-0014.gzip,35.43859649122807
car80,18,223,77,ch1_5895-34629-0031.gzip,35.426008968609864
office,18,223,77,ch1_5895-34629-0031.gzip,34.97757847533632
car80,12,223,77,ch1_5895-34629-0031.gzip,34.97757847533632
white,18,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
pink,24,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
white,6,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
Babble,6,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
white,0,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
car80,6,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
pink,6,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
Babble,24,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
Babble,0,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
office,0,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
office,12,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
pink,0,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
pink,18,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
office,6,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
car80,0,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
Babble,12,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
white,12,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
pink,12,223,77,ch1_5895-34629-0031.gzip,34.52914798206278
Quiet,0,311,99,ch1_3536-8226-0021.gzip,34.08360128617363
white,24,223,77,ch1_5895-34629-0031.gzip,34.08071748878924
Babble,18,223,77,ch1_5895-34629-0031.gzip,34.08071748878924
car80,24,311,99,ch1_3536-8226-0021.gzip,33.762057877813504
car80,24,373,120,ch1_2902-9008-0007.gzip,32.975871313672926
office,24,311,99,ch1_3536-8226-0021.gzip,32.47588424437299
Babble,12,373,120,ch1_2902-9008-0007.gzip,32.171581769437
office,24,373,120,ch1_2902-9008-0007.gzip,32.171581769437
office,18,373,120,ch1_2902-9008-0007.gzip,32.171581769437
white,12,373,120,ch1_2902-9008-0007.gzip,32.171581769437
office,6,373,120,ch1_2902-9008-0007.gzip,32.171581769437
Babble,0,373,120,ch1_2902-9008-0007.gzip,32.171581769437
white,18,373,120,ch1_2902-9008-0007.gzip,32.171581769437
Babble,18,373,120,ch1_2902-9008-0007.gzip,32.171581769437
pink,18,373,120,ch1_2902-9008-0007.gzip,32.171581769437
office,12,373,120,ch1_2902-9008-0007.gzip,32.171581769437
office,0,373,120,ch1_2902-9008-0007.gzip,32.171581769437
white,6,373,120,ch1_2902-9008-0007.gzip,32.171581769437
Babble,6,373,120,ch1_2902-9008-0007.gzip,32.171581769437
car80,0,373,120,ch1_2902-9008-0007.gzip,32.171581769437
pink,12,373,120,ch1_2902-9008-0007.gzip,32.171581769437
car80,18,373,120,ch1_2902-9008-0007.gzip,32.171581769437
car80,6,373,120,ch1_2902-9008-0007.gzip,32.171581769437
white,0,373,120,ch1_2902-9008-0007.gzip,32.171581769437
pink,0,373,120,ch1_2902-9008-0007.gzip,32.171581769437
car80,12,373,120,ch1_2902-9008-0007.gzip,32.171581769437
pink,6,373,120,ch1_2902-9008-0007.gzip,32.171581769437
office,18,311,99,ch1_3536-8226-0021.gzip,32.154340836012864
Quiet,0,373,120,ch1_2902-9008-0007.gzip,31.903485254691688
pink,24,373,120,ch1_2902-9008-0007.gzip,31.903485254691688
Babble,24,373,120,ch1_2902-9008-0007.gzip,31.903485254691688
white,6,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
Babble,0,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
office,6,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
pink,6,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
car80,6,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
pink,0,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
Babble,18,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
car80,0,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
pink,18,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
white,12,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
Babble,12,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
pink,12,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
white,18,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
Babble,6,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
pink,24,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
white,0,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
office,12,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
car80,18,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
office,0,311,99,ch1_3536-8226-0021.gzip,31.832797427652732
car80,12,311,99,ch1_3536-8226-0021.gzip,31.511254019292604
white,24,311,99,ch1_3536-8226-0021.gzip,31.511254019292604
Babble,24,311,99,ch1_3536-8226-0021.gzip,31.511254019292604
white,24,373,120,ch1_2902-9008-0007.gzip,31.367292225201073
car80,18,633,185,ch1_2803-161169-0003.gzip,31.1216429699842
office,24,633,185,ch1_2803-161169-0003.gzip,30.647709320695103
Babble,24,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
white,24,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
pink,24,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
pink,18,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
white,12,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
Babble,12,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
car80,0,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
Babble,0,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
white,18,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
pink,0,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
Babble,18,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
office,6,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
office,0,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
office,12,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
pink,12,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
white,6,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
car80,6,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
white,0,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
Babble,6,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
car80,12,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
pink,6,633,185,ch1_2803-161169-0003.gzip,29.225908372827803
office,18,633,185,ch1_2803-161169-0003.gzip,28.90995260663507
Quiet,0,735,179,ch1_2902-9008-0013.gzip,25.98639455782313
car80,24,735,179,ch1_2902-9008-0013.gzip,24.761904761904763
car80,12,735,179,ch1_2902-9008-0013.gzip,24.489795918367346
office,0,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
Babble,12,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
pink,0,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
pink,12,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
office,24,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
car80,6,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
car80,0,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
Babble,18,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
pink,24,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
white,18,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
white,0,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
office,6,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
office,12,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
pink,6,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
white,6,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
Babble,6,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
office,18,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
white,12,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
Babble,0,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
pink,18,735,179,ch1_2902-9008-0013.gzip,24.35374149659864
Babble,24,735,179,ch1_2902-9008-0013.gzip,24.217687074829932
white,24,735,179,ch1_2902-9008-0013.gzip,24.081632653061224
car80,18,735,179,ch1_2902-9008-0013.gzip,23.94557823129252
Quiet,0,159,20,ch1_2412-153947-0000.gzip,13.836477987421384
white,18,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
pink,24,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
Babble,24,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
pink,6,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
white,24,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
office,18,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
office,0,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
car80,18,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
office,6,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
office,12,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
Babble,6,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
car80,6,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
white,0,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
car80,12,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
pink,0,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
white,6,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
office,24,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
Babble,18,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
Babble,12,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
pink,18,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
car80,0,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
white,12,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
pink,12,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
car80,24,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
Babble,0,159,20,ch1_2412-153947-0000.gzip,12.578616352201259
