base_name,noise,snr,accuracy
ch1_6241-61943-0021.gzip,car80,12,77.70700636942675
ch1_2078-142845-0007.gzip,wind,0,77.70061728395062
ch1_2428-83699-0018.gzip,office,18,77.67857142857143
ch1_1993-147965-0000.gzip,Quiet,0,77.65567765567765
ch1_6313-66125-0001.gzip,white,0,77.58007117437722
ch1_6313-66129-0008.gzip,pink,6,77.53164556962025
ch1_6313-66129-0008.gzip,office,24,77.53164556962025
ch1_5694-64025-0010.gzip,car80,6,77.49814951887491
ch1_6319-275224-0014.gzip,office,6,77.46268656716418
ch1_2803-161169-0002.gzip,white,24,77.45098039215686
ch1_251-137823-0006.gzip,wind,12,77.41935483870968
ch1_6295-244435-0018.gzip,Babble,24,77.40963855421687
ch1_6295-244435-0018.gzip,Babble,18,77.40963855421687
ch1_6295-244435-0018.gzip,Babble,0,77.40963855421687
ch1_1993-147965-0000.gzip,office,12,77.28937728937728
ch1_6313-66125-0003.gzip,white,0,77.27272727272727
ch1_6313-66129-0029.gzip,pink,12,77.09750566893425
ch1_1462-170142-0017.gzip,Babble,12,77.08333333333333
ch1_6319-275224-0014.gzip,wind,12,77.01492537313433
ch1_2078-142845-0007.gzip,Quiet,0,77.00617283950618
ch1_2086-149220-0027.gzip,office,18,76.98113207547169
ch1_1993-147965-0000.gzip,office,24,76.92307692307692
ch1_6313-66129-0008.gzip,car80,12,76.89873417721519
ch1_777-126732-0060.gzip,white,12,76.8762677484787
ch1_1988-24833-0001.gzip,office,12,76.8762677484787
ch1_6319-275224-0014.gzip,wind,0,76.71641791044776
ch1_2412-153954-0020.gzip,car80,0,76.70682730923694
ch1_2078-142845-0007.gzip,wind,6,76.69753086419753
ch1_2803-161169-0014.gzip,white,18,76.67844522968198
ch1_2428-83699-0018.gzip,office,24,76.67410714285714
ch1_2086-149220-0027.gzip,office,24,76.60377358490567
ch1_2086-149220-0027.gzip,pink,0,76.60377358490567
ch1_6313-66129-0008.gzip,white,0,76.58227848101266
ch1_2803-161169-0002.gzip,car80,12,76.47058823529412
ch1_2803-161169-0014.gzip,pink,24,76.44287396937574
ch1_1462-170142-0017.gzip,Babble,6,76.38888888888889
ch1_1988-24833-0001.gzip,white,18,76.26774847870182
ch1_6313-66129-0008.gzip,car80,6,76.26582278481013
ch1_5694-64025-0010.gzip,wind,0,76.23982235381199
ch1_2086-149220-0027.gzip,car80,0,76.22641509433963
ch1_2086-149220-0027.gzip,office,6,76.22641509433963
ch1_251-137823-0006.gzip,office,24,76.20967741935483
ch1_1993-147965-0000.gzip,office,18,76.19047619047619
ch1_2428-83699-0018.gzip,car80,24,76.11607142857143
ch1_777-126732-0060.gzip,pink,18,76.06490872210954
ch1_5694-64025-0010.gzip,wind,6,75.94374537379719
ch1_1462-170138-0022.gzip,wind,24,75.90673575129534
ch1_5694-64025-0010.gzip,wind,12,75.86972612879349
ch1_2803-161169-0002.gzip,office,6,75.81699346405229
ch1_251-137823-0006.gzip,office,18,75.80645161290323
ch1_6313-66125-0001.gzip,pink,24,75.80071174377224
ch1_6319-275224-0014.gzip,wind,18,75.67164179104478
ch1_777-126732-0060.gzip,car80,0,75.65922920892496
ch1_7850-286674-0002.gzip,office,12,75.56179775280899
ch1_7976-105575-0004.gzip,car80,24,75.46666666666667
ch1_6295-244435-0018.gzip,pink,12,75.3012048192771
ch1_6319-275224-0014.gzip,office,0,75.22388059701493
ch1_1988-24833-0019.gzip,car80,24,75.14792899408285
ch1_6313-66125-0001.gzip,white,18,75.08896797153025
ch1_6295-244435-0018.gzip,white,6,75.0
ch1_1462-170142-0017.gzip,Babble,0,75.0
ch1_2078-142845-0007.gzip,Babble,24,74.84567901234568
ch1_2803-161169-0002.gzip,office,0,74.83660130718954
ch1_5694-64025-0010.gzip,wind,18,74.83345669874167
ch1_6313-66129-0029.gzip,pink,24,74.82993197278911
ch1_6313-66125-0001.gzip,office,6,74.73309608540926
ch1_1993-147965-0000.gzip,office,6,74.72527472527473
ch1_7850-286674-0002.gzip,office,18,74.71910112359551
ch1_1988-24833-0001.gzip,car80,6,74.64503042596348
ch1_251-137823-0006.gzip,office,12,74.59677419354838
ch1_2803-161169-0014.gzip,office,6,74.5583038869258
ch1_2078-142845-0007.gzip,car80,0,74.53703703703704
